FSA,HR_UID,Prov,ENGNAME,FRENAME,EstimatedPop,fk_healthregion_id,fk_province_id
J6Z,2415,24,Région des Laurentides,Région des Laurentides,18304,78,24
J7A,2413,24,Région de Laval,Région de Laval,,79,24
J7A,2415,24,Région des Laurentides,Région des Laurentides,13990,78,24
J7B,2415,24,Région des Laurentides,Région des Laurentides,14349,78,24
J7C,2414,24,Région de Lanaudière,Région de Lanaudière,,77,24
J7C,2415,24,Région des Laurentides,Région des Laurentides,42799,78,24
J7E,2415,24,Région des Laurentides,Région des Laurentides,28587,78,24
J7G,2413,24,Région de Laval,Région de Laval,,79,24
J7G,2415,24,Région des Laurentides,Région des Laurentides,17048,78,24
J7H,2415,24,Région des Laurentides,Région des Laurentides,7002,78,24
J7J,2415,24,Région des Laurentides,Région des Laurentides,22523,78,24
J7K,2414,24,Région de Lanaudière,Région de Lanaudière,34460,77,24
J7L,2414,24,Région de Lanaudière,Région de Lanaudière,12051,77,24
J7M,2414,24,Région de Lanaudière,Région de Lanaudière,24089,77,24
J7M,2415,24,Région des Laurentides,Région des Laurentides,,78,24
J7N,2415,24,Région des Laurentides,Région des Laurentides,27754,78,24
J7P,2413,24,Région de Laval,Région de Laval,,79,24
J7P,2415,24,Région des Laurentides,Région des Laurentides,24800,78,24
J7R,2413,24,Région de Laval,Région de Laval,,79,24
J7R,2415,24,Région des Laurentides,Région des Laurentides,36554,78,24
J7T,2416,24,Région de la Montérégie,Région de la Montérégie,26959,81,24
J7V,2416,24,Région de la Montérégie,Région de la Montérégie,62448,81,24
J7W,2416,24,Région de la Montérégie,Région de la Montérégie,14558,81,24
J7X,2416,24,Région de la Montérégie,Région de la Montérégie,5343,81,24
J7Y,2415,24,Région des Laurentides,Région des Laurentides,26419,78,24
J7Z,2415,24,Région des Laurentides,Région des Laurentides,29001,78,24
J8A,2414,24,Région de Lanaudière,Région de Lanaudière,,77,24
J8A,2415,24,Région des Laurentides,Région des Laurentides,9081,78,24
J8B,2415,24,Région des Laurentides,Région des Laurentides,12819,78,24
J8C,2415,24,Région des Laurentides,Région des Laurentides,10478,78,24
J8E,2415,24,Région des Laurentides,Région des Laurentides,9643,78,24
J8G,2415,24,Région des Laurentides,Région des Laurentides,7767,78,24
J8H,2415,24,Région des Laurentides,Région des Laurentides,13265,78,24
J8L,2407,24,Région de l'Outaouais,Région de l'Outaouais,18633,85,24
J8M,2407,24,Région de l'Outaouais,Région de l'Outaouais,12732,85,24
J8N,2407,24,Région de l'Outaouais,Région de l'Outaouais,11897,85,24
J8P,2407,24,Région de l'Outaouais,Région de l'Outaouais,32885,85,24
J8R,2407,24,Région de l'Outaouais,Région de l'Outaouais,29451,85,24
J8T,2407,24,Région de l'Outaouais,Région de l'Outaouais,39015,85,24
J8V,2407,24,Région de l'Outaouais,Région de l'Outaouais,25478,85,24
J8X,2407,24,Région de l'Outaouais,Région de l'Outaouais,9594,85,24
J8Y,2407,24,Région de l'Outaouais,Région de l'Outaouais,23449,85,24
J8Z,2407,24,Région de l'Outaouais,Région de l'Outaouais,14409,85,24
J9A,2407,24,Région de l'Outaouais,Région de l'Outaouais,20841,85,24
J9B,2407,24,Région de l'Outaouais,Région de l'Outaouais,6864,85,24
J9E,2407,24,Région de l'Outaouais,Région de l'Outaouais,7822,85,24
J9H,2407,24,Région de l'Outaouais,Région de l'Outaouais,30865,85,24
J9J,2407,24,Région de l'Outaouais,Région de l'Outaouais,33175,85,24
J9L,2415,24,Région des Laurentides,Région des Laurentides,14063,78,24
J9P,2408,24,Région de l'Abitibi-Témiscamingue,Région de l'Abitibi-Témiscamingue,32367,70,24
J9T,2408,24,Région de l'Abitibi-Témiscamingue,Région de l'Abitibi-Témiscamingue,13332,70,24
J9V,2408,24,Région de l'Abitibi-Témiscamingue,Région de l'Abitibi-Témiscamingue,3276,70,24
J9X,2408,24,Région de l'Abitibi-Témiscamingue,Région de l'Abitibi-Témiscamingue,23682,70,24
J9Y,2408,24,Région de l'Abitibi-Témiscamingue,Région de l'Abitibi-Témiscamingue,9800,70,24
J9Z,2408,24,Région de l'Abitibi-Témiscamingue,Région de l'Abitibi-Témiscamingue,7232,70,24
K0A,3543,35,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",12581,49,35
K0A,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,45880,54,35
K0A,3557,35,Renfrew County and District Health Unit,Circonscription sanitaire du comté et du district de Renfrew,2730,58,35
K0A,3558,35,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,28417,39,35
K0B,3558,35,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,12678,39,35
K0C,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,370,54,35
K0C,3558,35,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,37790,39,35
K0E,3543,35,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",24517,49,35
K0E,3558,35,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,5747,39,35
K0G,3541,35,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",245,47,35
K0G,3543,35,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",31611,49,35
K0G,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,742,54,35
K0G,3558,35,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,207,39,35
K0H,3538,35,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtés de Hastings et Prince Edward,102,45,35
K0H,3541,35,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",37498,47,35
K0H,3543,35,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",1786,49,35
K0J,3538,35,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtés de Hastings et Prince Edward,426,45,35
K0J,3541,35,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",,47,35
K0J,3543,35,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",,49,35
K0J,3557,35,Renfrew County and District Health Unit,Circonscription sanitaire du comté et du district de Renfrew,23360,58,35
K0K,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",26755,42,35
K0K,3538,35,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtés de Hastings et Prince Edward,61446,45,35
K0K,3541,35,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",8157,47,35
K0K,3555,35,Peterborough County–City Health Unit,Circonscription sanitaire du comté et de la cité de Peterborough,,56,35
K0L,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",16851,42,35
K0L,3538,35,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtés de Hastings et Prince Edward,10048,45,35
K0L,3541,35,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",105,47,35
K0L,3555,35,Peterborough County–City Health Unit,Circonscription sanitaire du comté et de la cité de Peterborough,32295,56,35
K0L,3557,35,Renfrew County and District Health Unit,Circonscription sanitaire du comté et du district de Renfrew,106,58,35
K0M,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,,38,35
K0M,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",41641,42,35
K0M,3555,35,Peterborough County–City Health Unit,Circonscription sanitaire du comté et de la cité de Peterborough,1984,56,35
K1A,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,3756,54,35
K1B,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,16661,54,35
K1C,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,38940,54,35
K1E,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,14882,54,35
K1G,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,32562,54,35
K1H,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,15746,54,35
K1J,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,24964,54,35
K1K,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,27935,54,35
K1L,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,17025,54,35
K1M,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,6459,54,35
K1N,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,21386,54,35
K1P,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,390,54,35
K1R,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,15268,54,35
K1S,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,26060,54,35
K1T,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,35435,54,35
K1V,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,53515,54,35
K1W,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,9043,54,35
K1X,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,563,54,35
K1Y,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,19566,54,35
K1Z,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,18993,54,35
K2A,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,17170,54,35
K2B,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,30711,54,35
K2C,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,27056,54,35
K2E,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,18948,54,35
K2G,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,48100,54,35
K2H,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,27845,54,35
K2J,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,67365,54,35
K2K,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,24524,54,35
K2L,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,18699,54,35
K2M,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,26723,54,35
K2P,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,13387,54,35
K2R,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,1193,54,35
K2S,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,32157,54,35
K2T,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,9450,54,35
K2V,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,2635,54,35
K2W,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,8630,54,35
K4A,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,54089,54,35
K4B,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,4508,54,35
K4B,3558,35,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,,39,35
K4C,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,4499,54,35
K4K,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,,54,35
K4K,3558,35,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,14306,39,35
K4M,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,10506,54,35
K4P,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,9959,54,35
K4R,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,119,54,35
K4R,3558,35,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,6854,39,35
K6A,3558,35,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,12584,39,35
K6H,3558,35,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,30809,39,35
K6J,3558,35,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,17235,39,35
K6K,3558,35,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,2786,39,35
K6T,3543,35,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",982,49,35
K6V,3543,35,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",26887,49,35
K7A,3543,35,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",15702,49,35
K7A,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,129,54,35
K7C,3543,35,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",17353,49,35
K7G,3541,35,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",803,47,35
K7G,3543,35,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",6628,49,35
K7H,3543,35,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",15075,49,35
K7K,3541,35,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",31295,47,35
K7L,3541,35,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",17126,47,35
K7L,3543,35,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",,49,35
K7M,3541,35,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",47402,47,35
K7N,3541,35,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",7917,47,35
K7P,3541,35,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",21698,47,35
K7R,3538,35,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtés de Hastings et Prince Edward,,45,35
K7R,3541,35,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",12602,47,35
K7S,3543,35,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",,49,35
K7S,3551,35,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,,54,35
K7S,3557,35,Renfrew County and District Health Unit,Circonscription sanitaire du comté et du district de Renfrew,12402,58,35
K7V,3557,35,Renfrew County and District Health Unit,Circonscription sanitaire du comté et du district de Renfrew,13197,58,35
K8A,3557,35,Renfrew County and District Health Unit,Circonscription sanitaire du comté et du district de Renfrew,25150,58,35
K8B,3557,35,Renfrew County and District Health Unit,Circonscription sanitaire du comté et du district de Renfrew,677,58,35
K8H,3557,35,Renfrew County and District Health Unit,Circonscription sanitaire du comté et du district de Renfrew,13714,58,35
K8N,3538,35,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtés de Hastings et Prince Edward,26140,45,35
K8P,3538,35,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtés de Hastings et Prince Edward,21098,45,35
K8R,3538,35,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtés de Hastings et Prince Edward,1428,45,35
K8V,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",,42,35
K8V,3538,35,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtés de Hastings et Prince Edward,26711,45,35
K9A,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",25291,42,35
K9H,3555,35,Peterborough County–City Health Unit,Circonscription sanitaire du comté et de la cité de Peterborough,27713,56,35
K9J,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",243,42,35
K9J,3555,35,Peterborough County–City Health Unit,Circonscription sanitaire du comté et de la cité de Peterborough,41913,56,35
K9K,3555,35,Peterborough County–City Health Unit,Circonscription sanitaire du comté et de la cité de Peterborough,12575,56,35
K9L,3555,35,Peterborough County–City Health Unit,Circonscription sanitaire du comté et de la cité de Peterborough,6583,56,35
K9V,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",27199,42,35
L0A,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,1498,38,35
L0A,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",4641,42,35
L0A,3555,35,Peterborough County–City Health Unit,Circonscription sanitaire du comté et de la cité de Peterborough,5478,56,35
L0B,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,12178,38,35
L0B,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",1598,42,35
L0C,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,6835,38,35
L0C,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",803,42,35
L0C,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,59,68,35
L0E,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,3066,38,35
L0E,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",10,42,35
L0E,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,13820,68,35
L0G,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,279,38,35
L0G,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,,55,35
L0G,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,12751,59,35
L0G,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,21867,68,35
L0H,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,971,38,35
L0H,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,626,68,35
L0J,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,,55,35
L0J,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,5497,68,35
L0K,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,3765,38,35
L0K,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",253,42,35
L0K,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,25574,59,35
L0L,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,37677,59,35
L0M,3533,35,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,47,40,35
L0M,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,27764,59,35
L0M,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,641,66,35
L0N,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,161,55,35
L0N,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,995,59,35
L0N,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,6885,66,35
L0P,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,5504,43,35
L0P,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,746,44,35
L0P,3553,35,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,2,55,35
L0P,3566,35,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,,66,35
L0R,3527,35,Brant County Health Unit,Circonscription sanitaire du comté de Brant,,36,35
L0R,3534,35,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,,41,35
L0R,3536,35,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,,43,35
L0R,3537,35,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,45885,44,35
L0R,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,35832,51,35
L0S,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,44710,51,35
L1A,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,27,38,35
L1A,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",15325,42,35
L1B,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,11762,38,35
L1B,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",58,42,35
L1C,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,43745,38,35
L1E,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,26530,38,35
L1G,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,41206,38,35
L1H,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,32562,38,35
L1J,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,41422,38,35
L1K,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,38418,38,35
L1L,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,5846,38,35
L1M,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,22372,38,35
L1N,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,48124,38,35
L1P,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,17195,38,35
L1R,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,39018,38,35
L1S,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,40631,38,35
L1T,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,50475,38,35
L1V,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,52848,38,35
L1V,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L1W,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,17302,38,35
L1W,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L1X,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,18251,38,35
L1Y,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,1981,38,35
L1Z,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,28374,38,35
L2A,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,16129,51,35
L2E,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,18697,51,35
L2G,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,25986,51,35
L2H,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,26253,51,35
L2J,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,15124,51,35
L2M,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,31955,51,35
L2N,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,31213,51,35
L2P,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,13825,51,35
L2R,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,24658,51,35
L2S,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,18993,51,35
L2T,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,10685,51,35
L2V,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,16213,51,35
L2W,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,2073,51,35
L3B,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,22283,51,35
L3C,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,30484,51,35
L3K,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,17947,51,35
L3M,3546,35,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,27036,51,35
L3P,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,37880,68,35
L3R,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,60872,68,35
L3R,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L3S,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,52852,68,35
L3S,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L3T,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,50497,68,35
L3T,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L3V,3535,35,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",26,42,35
L3V,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,43728,59,35
L3X,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,39593,68,35
L3Y,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,45042,68,35
L3Z,3560,35,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,31971,59,35
L3Z,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,109,68,35
L4A,3530,35,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,480,38,35
L4A,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,43976,68,35
L4B,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,34071,68,35
L4C,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,72671,68,35
L4E,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,52219,68,35
L4G,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,55394,68,35
L4H,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,64102,68,35
L4H,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L4J,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,77213,68,35
L4J,3595,35,City of Toronto Health Unit,Circonscription sanitaire de la cité de Toronto,,64,35
L4K,3570,35,York Regional Health Unit,Circonscription sanitaire régionale de York,14903,68,35
