id,code,eng_name,fre_name,estimated_pop,fk_healthregion_id,fk_province_id
739,K0A,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,45880,54,35
740,K0A,Renfrew County and District Health Unit,Circonscription sanitaire du comte et du district de Renfrew,2730,58,35
741,K0A,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,28417,39,35
742,K0B,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,12678,39,35
743,K0C,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,370,54,35
744,K0C,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,37790,39,35
745,K0E,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",24517,49,35
746,K0E,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,5747,39,35
747,K0G,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",245,47,35
748,K0G,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",31611,49,35
749,K0G,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,742,54,35
750,K0G,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,207,39,35
751,K0H,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtes de Hastings et Prince Edward,102,45,35
752,K0H,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",37498,47,35
753,K0H,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",1786,49,35
754,K0J,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtes de Hastings et Prince Edward,426,45,35
755,K0J,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",0,47,35
756,K0J,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",0,49,35
757,K0J,Renfrew County and District Health Unit,Circonscription sanitaire du comte et du district de Renfrew,23360,58,35
758,K0K,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",26755,42,35
759,K0K,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtes de Hastings et Prince Edward,61446,45,35
760,K0K,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",8157,47,35
761,K0K,Peterborough County-City Health Unit,Circonscription sanitaire du comte et de la cite de Peterborough,0,56,35
762,K0L,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",16851,42,35
763,K0L,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtes de Hastings et Prince Edward,10048,45,35
764,K0L,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",105,47,35
765,K0L,Peterborough County-City Health Unit,Circonscription sanitaire du comte et de la cite de Peterborough,32295,56,35
766,K0L,Renfrew County and District Health Unit,Circonscription sanitaire du comte et du district de Renfrew,106,58,35
767,K0M,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,0,38,35
768,K0M,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",41641,42,35
769,K0M,Peterborough County-City Health Unit,Circonscription sanitaire du comte et de la cite de Peterborough,1984,56,35
770,K1A,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,3756,54,35
771,K1B,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,16661,54,35
772,K1C,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,38940,54,35
773,K1E,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,14882,54,35
774,K1G,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,32562,54,35
775,K1H,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,15746,54,35
776,K1J,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,24964,54,35
777,K1K,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,27935,54,35
778,K1L,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,17025,54,35
779,K1M,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,6459,54,35
780,K1N,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,21386,54,35
781,K1P,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,390,54,35
782,K1R,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,15268,54,35
783,K1S,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,26060,54,35
784,K1T,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,35435,54,35
785,K1V,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,53515,54,35
786,K1W,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,9043,54,35
787,K1X,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,563,54,35
788,K1Y,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,19566,54,35
789,K1Z,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,18993,54,35
790,K2A,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,17170,54,35
791,K2B,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,30711,54,35
792,K2C,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,27056,54,35
793,K2E,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,18948,54,35
794,K2G,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,48100,54,35
795,K2H,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,27845,54,35
796,K2J,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,67365,54,35
797,K2K,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,24524,54,35
798,K2L,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,18699,54,35
799,K2M,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,26723,54,35
800,K2P,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,13387,54,35
801,K2R,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,1193,54,35
802,K2S,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,32157,54,35
803,K2T,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,9450,54,35
804,K2V,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,2635,54,35
805,K2W,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,8630,54,35
806,K4A,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,54089,54,35
807,K4B,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,4508,54,35
808,K4B,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,0,39,35
809,K4C,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,4499,54,35
810,K4K,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,0,54,35
811,K4K,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,14306,39,35
812,K4M,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,10506,54,35
813,K4P,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,9959,54,35
814,K4R,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,119,54,35
815,K4R,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,6854,39,35
816,K6A,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,12584,39,35
817,K6H,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,30809,39,35
818,K6J,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,17235,39,35
819,K6K,The Eastern Ontario Health Unit,Circonscription sanitaire de l'Est de l'Ontario,2786,39,35
820,K6T,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",982,49,35
821,K6V,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",26887,49,35
822,K7A,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",15702,49,35
823,K7A,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,129,54,35
824,K7C,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",17353,49,35
825,K7G,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",803,47,35
826,K7G,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",6628,49,35
827,K7H,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",15075,49,35
828,K7K,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",31295,47,35
829,K7L,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",17126,47,35
830,K7L,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",0,49,35
831,K7M,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",47402,47,35
832,K7N,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",7917,47,35
833,K7P,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",21698,47,35
834,K7R,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtes de Hastings et Prince Edward,0,45,35
835,K7R,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",12602,47,35
836,K7S,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",0,49,35
837,K7S,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,0,54,35
838,K7S,Renfrew County and District Health Unit,Circonscription sanitaire du comte et du district de Renfrew,12402,58,35
839,K7V,Renfrew County and District Health Unit,Circonscription sanitaire du comte et du district de Renfrew,13197,58,35
840,K8A,Renfrew County and District Health Unit,Circonscription sanitaire du comte et du district de Renfrew,25150,58,35
841,K8B,Renfrew County and District Health Unit,Circonscription sanitaire du comte et du district de Renfrew,677,58,35
842,K8H,Renfrew County and District Health Unit,Circonscription sanitaire du comte et du district de Renfrew,13714,58,35
843,K8N,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtes de Hastings et Prince Edward,26140,45,35
844,K8P,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtes de Hastings et Prince Edward,21098,45,35
845,K8R,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtes de Hastings et Prince Edward,1428,45,35
846,K8V,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",0,42,35
847,K8V,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtes de Hastings et Prince Edward,26711,45,35
848,K9A,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",25291,42,35
849,K9H,Peterborough County-City Health Unit,Circonscription sanitaire du comte et de la cite de Peterborough,27713,56,35
850,K9J,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",243,42,35
851,K9J,Peterborough County-City Health Unit,Circonscription sanitaire du comte et de la cite de Peterborough,41913,56,35
852,K9K,Peterborough County-City Health Unit,Circonscription sanitaire du comte et de la cite de Peterborough,12575,56,35
853,K9L,Peterborough County-City Health Unit,Circonscription sanitaire du comte et de la cite de Peterborough,6583,56,35
854,K9V,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",27199,42,35
855,L0A,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,1498,38,35
856,L0A,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",4641,42,35
857,L0A,Peterborough County-City Health Unit,Circonscription sanitaire du comte et de la cite de Peterborough,5478,56,35
858,L0B,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,12178,38,35
859,L0B,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",1598,42,35
860,L0C,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,6835,38,35
861,L0C,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",803,42,35
862,L0C,York Regional Health Unit,Circonscription sanitaire regionale de York,59,68,35
863,L0E,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,3066,38,35
864,L0E,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",10,42,35
865,L0E,York Regional Health Unit,Circonscription sanitaire regionale de York,13820,68,35
866,L0G,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,279,38,35
867,L0G,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,0,55,35
868,L0G,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,12751,59,35
869,L0G,York Regional Health Unit,Circonscription sanitaire regionale de York,21867,68,35
870,L0H,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,971,38,35
871,L0H,York Regional Health Unit,Circonscription sanitaire regionale de York,626,68,35
872,L0J,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,0,55,35
873,L0J,York Regional Health Unit,Circonscription sanitaire regionale de York,5497,68,35
874,L0K,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,3765,38,35
875,L0K,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",253,42,35
876,L0K,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,25574,59,35
877,L0L,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,37677,59,35
878,L0M,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,47,40,35
879,L0M,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,27764,59,35
880,L0M,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,641,66,35
881,L0N,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,161,55,35
882,L0N,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,995,59,35
883,L0N,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,6885,66,35
884,L0P,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,5504,43,35
885,L0P,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,746,44,35
886,L0P,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,2,55,35
887,L0P,Wellington-Dufferin-Guelph Health Unit,Circonscription sanitaire de Wellington-Dufferin-Guelph,0,66,35
888,L0R,Brant County Health Unit,Circonscription sanitaire du comte de Brant,0,36,35
889,L0R,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,0,41,35
890,L0R,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,0,43,35
891,L0R,City of Hamilton Health Unit,Circonscription sanitaire de la cite de Hamilton,45885,44,35
892,L0R,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,35832,51,35
893,L0S,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,44710,51,35
894,L1A,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,27,38,35
895,L1A,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",15325,42,35
896,L1B,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,11762,38,35
897,L1B,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",58,42,35
898,L1C,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,43745,38,35
899,L1E,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,26530,38,35
900,L1G,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,41206,38,35
901,L1H,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,32562,38,35
902,L1J,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,41422,38,35
903,L1K,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,38418,38,35
904,L1L,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,5846,38,35
905,L1M,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,22372,38,35
906,L1N,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,48124,38,35
907,L1P,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,17195,38,35
908,L1R,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,39018,38,35
909,L1S,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,40631,38,35
910,L1T,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,50475,38,35
911,L1V,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,52848,38,35
912,L1V,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
913,L1W,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,17302,38,35
914,L1W,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
915,L1X,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,18251,38,35
916,L1Y,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,1981,38,35
917,L1Z,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,28374,38,35
918,L2A,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,16129,51,35
919,L2E,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,18697,51,35
920,L2G,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,25986,51,35
921,L2H,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,26253,51,35
922,L2J,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,15124,51,35
923,L2M,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,31955,51,35
924,L2N,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,31213,51,35
925,L2P,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,13825,51,35
926,L2R,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,24658,51,35
927,L2S,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,18993,51,35
928,L2T,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,10685,51,35
929,L2V,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,16213,51,35
930,L2W,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,2073,51,35
931,L3B,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,22283,51,35
932,L3C,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,30484,51,35
933,L3K,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,17947,51,35
934,L3M,Niagara Regional Area Health Unit,Circonscription sanitaire regionale de Niagara,27036,51,35
935,L3P,York Regional Health Unit,Circonscription sanitaire regionale de York,37880,68,35
936,L3R,York Regional Health Unit,Circonscription sanitaire regionale de York,60872,68,35
937,L3R,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
938,L3S,York Regional Health Unit,Circonscription sanitaire regionale de York,52852,68,35
939,L3S,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
940,L3T,York Regional Health Unit,Circonscription sanitaire regionale de York,50497,68,35
941,L3T,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
942,L3V,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",26,42,35
943,L3V,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,43728,59,35
944,L3X,York Regional Health Unit,Circonscription sanitaire regionale de York,39593,68,35
945,L3Y,York Regional Health Unit,Circonscription sanitaire regionale de York,45042,68,35
946,L3Z,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,31971,59,35
947,L3Z,York Regional Health Unit,Circonscription sanitaire regionale de York,109,68,35
948,L4A,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,480,38,35
949,L4A,York Regional Health Unit,Circonscription sanitaire regionale de York,43976,68,35
950,L4B,York Regional Health Unit,Circonscription sanitaire regionale de York,34071,68,35
951,L4C,York Regional Health Unit,Circonscription sanitaire regionale de York,72671,68,35
952,L4E,York Regional Health Unit,Circonscription sanitaire regionale de York,52219,68,35
953,L4G,York Regional Health Unit,Circonscription sanitaire regionale de York,55394,68,35
954,L4H,York Regional Health Unit,Circonscription sanitaire regionale de York,64102,68,35
955,L4H,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
956,L4J,York Regional Health Unit,Circonscription sanitaire regionale de York,77213,68,35
957,L4J,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
958,L4K,York Regional Health Unit,Circonscription sanitaire regionale de York,14903,68,35
959,L4K,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
960,L4L,York Regional Health Unit,Circonscription sanitaire regionale de York,55275,68,35
961,L4L,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
962,L4M,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,46117,59,35
963,L4N,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,98115,59,35
964,L4P,Durham Regional Health Unit,Circonscription sanitaire regionale de Durham,0,38,35
965,L4P,York Regional Health Unit,Circonscription sanitaire regionale de York,29089,68,35
966,L4R,Simcoe Muskoka District Health Unit,Circonscription sanitaire du district de Simcoe Muskoka,18249,59,35
967,L4S,York Regional Health Unit,Circonscription sanitaire regionale de York,35745,68,35
968,L4T,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,37835,55,35
969,L4T,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
970,L4V,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,630,55,35
971,L4V,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
972,L4W,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,20856,55,35
973,L4W,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
974,L4X,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,18080,55,35
975,L4X,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
976,L4Y,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,24435,55,35
977,L4Z,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,38113,55,35
978,L5A,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,46683,55,35
979,L5B,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,63231,55,35
980,L5C,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,29557,55,35
981,L5E,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,12768,55,35
982,L5E,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
983,L5G,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,20166,55,35
984,L5H,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,18025,55,35
985,L5J,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,0,43,35
986,L5J,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,27610,55,35
987,L5K,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,0,43,35
988,L5K,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,14011,55,35
989,L5L,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,0,43,35
990,L5L,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,43204,55,35
991,L5M,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,0,43,35
992,L5M,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,104038,55,35
993,L5N,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,0,43,35
994,L5N,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,84039,55,35
995,L5P,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,0,55,35
996,L5R,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,37123,55,35
997,L5S,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,4,55,35
998,L5T,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,9,55,35
999,L5V,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,50849,55,35
1000,L5W,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,24865,55,35
1001,L6A,York Regional Health Unit,Circonscription sanitaire regionale de York,86270,68,35
1002,L6B,York Regional Health Unit,Circonscription sanitaire regionale de York,30048,68,35
1003,L6B,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
1004,L6C,York Regional Health Unit,Circonscription sanitaire regionale de York,49582,68,35
1005,L6E,York Regional Health Unit,Circonscription sanitaire regionale de York,37007,68,35
1006,L6E,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
1007,L6G,York Regional Health Unit,Circonscription sanitaire regionale de York,6691,68,35
1008,L6H,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,60924,43,35
1009,L6H,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,0,55,35
1010,L6J,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,24550,43,35
1011,L6J,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,0,55,35
1012,L6K,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,12821,43,35
1013,L6L,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,29843,43,35
1014,L6M,Halton Regional Health Unit,Circonscription sanitaire regionale de Halton,65084,43,35
1015,L6P,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,82137,55,35
1016,L6P,York Regional Health Unit,Circonscription sanitaire regionale de York,0,68,35
1017,L6R,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,88009,55,35
1018,L6S,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,52234,55,35
1019,L6T,Peel Regional Health Unit,Circonscription sanitaire regionale de Peel,38219,55,35
1020,L6T,York Regional Health Unit,Circonscription sanitaire regionale de York,0,68,35
1021,L6T,City of Toronto Health Unit,Circonscription sanitaire de la cite de Toronto,0,64,35
